"data/spectra/230athamantis.lbl ","Sawyer, S., 230athamantis. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_230ATHAMANTIS_TAB. NASA Planetary Data System, 1998.           ","230 ATHAMANTIS","ASTEROID","230athamantis.tab ","SPECTRA_230ATHAMANTIS_TAB ","1987-03-25","1987-03-25","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/241germania.lbl   ","Sawyer, S., 241germania. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_241GERMANIA_TAB. NASA Planetary Data System, 1998.               ","241 GERMANIA  ","ASTEROID","241germania.tab   ","SPECTRA_241GERMANIA_TAB   ","1990-07-07","1990-07-07","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/27euterpe1.lbl    ","Sawyer, S., 27euterpe1. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_27EUTERPE1_TAB. NASA Planetary Data System, 1998.                 ","27 EUTERPE    ","ASTEROID","27euterpe1.tab    ","SPECTRA_27EUTERPE1_TAB    ","1986-12-24","1986-12-24","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/27euterpe2.lbl    ","Sawyer, S., 27euterpe2. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_27EUTERPE2_TAB. NASA Planetary Data System, 1998.                 ","27 EUTERPE    ","ASTEROID","27euterpe2.tab    ","SPECTRA_27EUTERPE2_TAB    ","1986-12-20","1986-12-20","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/27euterpe3.lbl    ","Sawyer, S., 27euterpe3. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_27EUTERPE3_TAB. NASA Planetary Data System, 1998.                 ","27 EUTERPE    ","ASTEROID","27euterpe3.tab    ","SPECTRA_27EUTERPE3_TAB    ","1986-11-23","1986-11-23","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/2pallas1.lbl      ","Sawyer, S., 2pallas1. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_2PALLAS1_TAB. NASA Planetary Data System, 1998.                     ","2 PALLAS      ","ASTEROID","2pallas1.tab      ","SPECTRA_2PALLAS1_TAB      ","1987-03-23","1987-03-23","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/2pallas2.lbl      ","Sawyer, S., 2pallas2. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_2PALLAS2_TAB. NASA Planetary Data System, 1998.                     ","2 PALLAS      ","ASTEROID","2pallas2.tab      ","SPECTRA_2PALLAS2_TAB      ","1987-05-03","1987-05-03","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/2pallas3.lbl      ","Sawyer, S., 2pallas3. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_2PALLAS3_TAB. NASA Planetary Data System, 1998.                     ","2 PALLAS      ","ASTEROID","2pallas3.tab      ","SPECTRA_2PALLAS3_TAB      ","1988-05-22","1988-05-22","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/2pallas4.lbl      ","Sawyer, S., 2pallas4. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_2PALLAS4_TAB. NASA Planetary Data System, 1998.                     ","2 PALLAS      ","ASTEROID","2pallas4.tab      ","SPECTRA_2PALLAS4_TAB      ","1987-06-30","1987-06-30","MCD27           ","McDonald Observatory 2.72-m Harlan Smith Ritchey-Chretien equatorial refl.                                                                 ","LCS         ","Large Cassegrain Spectrometer","SAWYER1991                              "
"data/spectra/30urania.lbl      ","Sawyer, S., 30urania. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_30URANIA_TAB. NASA Planetary Data System, 1998.                     ","30 URANIA     ","ASTEROID","30urania.tab      ","SPECTRA_30URANIA_TAB      ","1987-03-20","1987-03-20","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
